model,method,cv_balanced,cv_macro_f1,cv_weighted_f1,cv_accuracy,cv_balanced_std,cv_macro_f1_std,cv_weighted_f1_std,cv_accuracy_std,optuna_time,train_time,test_balanced,test_macro_f1,test_weighted_f1,test_accuracy,test_roc_auc,inf_time_per_sample,space,IPC,seed,vae_pretrain_time,vae_fine_tunning_time,encoder_inference_time,decoder_inference_time
xgb,random,0.85,0.837,0.838,0.848,0.107,0.12,0.12,0.106,12.929,8.064,0.795,0.683,0.792,0.762,0.851,2.4e-05,original,0.01,5,,,,
rf,random,0.85,0.848,0.85,0.852,0.094,0.093,0.091,0.091,8.731,0.467,0.755,0.641,0.757,0.72,0.827,4e-05,original,0.01,5,,,,
svc,random,0.775,0.756,0.753,0.767,0.153,0.177,0.182,0.169,2.311,0.002,0.765,0.638,0.75,0.711,0.826,4e-06,original,0.01,5,,,,
logreg,random,0.775,0.782,0.787,0.79,0.073,0.078,0.08,0.083,4.651,0.133,0.784,0.668,0.78,0.747,0.83,0.0,original,0.01,5,,,,
mlp,random,0.667,0.66,0.661,0.671,0.16,0.179,0.185,0.178,5.671,1.661,0.729,0.612,0.732,0.689,0.791,4.8e-05,original,0.01,5,,,,
naive_bayes,random,0.583,0.566,0.572,0.586,0.118,0.106,0.105,0.114,3.551,0.001,0.735,0.639,0.764,0.729,0.707,3e-06,original,0.01,5,,,,
knn,random,0.767,0.75,0.752,0.767,0.187,0.201,0.203,0.192,4.549,0.001,0.756,0.678,0.8,0.775,0.8,0.000121,original,0.01,5,,,,
xgb,k-means,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,4.139,1.075,0.822,0.78,0.876,0.869,0.87,2.2e-05,original,0.01,5,0,0,0,0.620966911315918
rf,k-means,0.942,0.94,0.942,0.943,0.073,0.073,0.072,0.07,9.231,0.54,0.764,0.713,0.833,0.818,0.834,2.1e-05,original,0.01,5,0,0,0,0.620966911315918
svc,k-means,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,5.047,0.002,0.767,0.716,0.834,0.82,0.861,4e-06,original,0.01,5,0,0,0,0.620966911315918
logreg,k-means,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,6.042,0.006,0.777,0.728,0.843,0.83,0.859,0.0,original,0.01,5,0,0,0,0.620966911315918
mlp,k-means,0.908,0.901,0.906,0.914,0.13,0.137,0.13,0.114,3.556,0.041,0.722,0.662,0.795,0.772,0.802,4.8e-05,original,0.01,5,0,0,0,0.620966911315918
naive_bayes,k-means,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,3.628,0.001,0.691,0.613,0.749,0.713,0.69,1e-06,original,0.01,5,0,0,0,0.620966911315918
knn,k-means,0.917,0.909,0.909,0.91,0.07,0.075,0.075,0.074,4.211,0.001,0.778,0.695,0.811,0.788,0.839,0.000102,original,0.01,5,0,0,0,0.620966911315918
xgb,k-means,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,3.772,7.168,0.775,0.707,0.824,0.805,0.861,6.4e-05,latent,0.01,5,0,0,0,0.620966911315918
rf,k-means,0.933,0.935,0.936,0.938,0.082,0.08,0.079,0.076,11.37,0.206,0.801,0.801,0.895,0.895,0.885,1.3e-05,latent,0.01,5,0,0,0,0.620966911315918
svc,k-means,0.8,0.796,0.8,0.8,0.22,0.218,0.214,0.214,2.624,0.003,0.697,0.61,0.742,0.704,0.775,7e-06,latent,0.01,5,0,0,0,0.620966911315918
logreg,k-means,0.908,0.911,0.913,0.914,0.119,0.118,0.115,0.114,5.449,0.033,0.719,0.632,0.761,0.727,0.787,1e-06,latent,0.01,5,0,0,0,0.620966911315918
mlp,k-means,0.742,0.73,0.733,0.738,0.148,0.146,0.14,0.136,3.72,0.163,0.703,0.619,0.751,0.715,0.76,5.4e-05,latent,0.01,5,0,0,0,0.620966911315918
naive_bayes,k-means,0.858,0.843,0.846,0.857,0.133,0.145,0.14,0.128,3.507,0.001,0.765,0.68,0.799,0.773,0.797,2e-06,latent,0.01,5,0,0,0,0.620966911315918
knn,k-means,0.767,0.762,0.766,0.767,0.198,0.196,0.192,0.192,5.695,0.001,0.688,0.613,0.75,0.715,0.755,7e-06,latent,0.01,5,0,0,0,0.620966911315918
xgb,k-center,0.825,0.811,0.811,0.819,0.172,0.182,0.182,0.174,8.704,0.347,0.843,0.794,0.883,0.875,0.843,2.1e-05,original,0.01,5,0,0,0,0.001535177230834961
rf,k-center,0.8,0.792,0.793,0.795,0.11,0.111,0.111,0.112,8.293,0.342,0.775,0.714,0.831,0.814,0.848,2.1e-05,original,0.01,5,0,0,0,0.001535177230834961
svc,k-center,0.5,0.337,0.303,0.443,0.0,0.074,0.091,0.029,3.149,0.002,0.512,0.489,0.782,0.84,0.215,5e-06,original,0.01,5,0,0,0,0.001535177230834961
logreg,k-center,0.517,0.486,0.481,0.5,0.143,0.139,0.141,0.143,4.669,0.114,0.61,0.629,0.822,0.839,0.82,0.0,original,0.01,5,0,0,0,0.001535177230834961
mlp,k-center,0.383,0.35,0.349,0.376,0.189,0.182,0.188,0.188,4.889,1.302,0.666,0.557,0.682,0.631,0.732,4.7e-05,original,0.01,5,0,0,0,0.001535177230834961
naive_bayes,k-center,0.4,0.372,0.383,0.414,0.131,0.146,0.154,0.146,3.486,0.001,0.525,0.523,0.739,0.729,0.573,1e-06,original,0.01,5,0,0,0,0.001535177230834961
knn,k-center,0.6,0.528,0.524,0.59,0.068,0.124,0.144,0.098,7.278,0.001,0.514,0.491,0.783,0.843,0.594,0.00016,original,0.01,5,0,0,0,0.001535177230834961
xgb,k-center,0.625,0.609,0.609,0.614,0.091,0.087,0.087,0.086,7.185,0.403,0.775,0.68,0.796,0.768,0.842,3.1e-05,latent,0.01,5,0,0,0,0.001535177230834961
rf,k-center,0.708,0.701,0.705,0.705,0.169,0.162,0.158,0.158,9.837,0.225,0.723,0.633,0.761,0.727,0.819,1.7e-05,latent,0.01,5,0,0,0,0.001535177230834961
svc,k-center,0.467,0.307,0.272,0.41,0.067,0.013,0.03,0.038,3.015,0.003,0.585,0.593,0.799,0.811,0.326,8e-06,latent,0.01,5,0,0,0,0.001535177230834961
logreg,k-center,0.425,0.397,0.391,0.41,0.206,0.203,0.207,0.206,7.844,0.491,0.623,0.534,0.669,0.616,0.679,1e-06,latent,0.01,5,0,0,0,0.001535177230834961
mlp,k-center,0.425,0.372,0.366,0.41,0.161,0.161,0.167,0.161,5.666,0.08,0.608,0.487,0.601,0.54,0.656,9.3e-05,latent,0.01,5,0,0,0,0.001535177230834961
naive_bayes,k-center,0.592,0.57,0.572,0.586,0.116,0.119,0.121,0.114,3.186,0.001,0.616,0.639,0.829,0.849,0.777,2e-06,latent,0.01,5,0,0,0,0.001535177230834961
knn,k-center,0.483,0.422,0.416,0.467,0.125,0.153,0.162,0.129,5.937,0.001,0.563,0.549,0.741,0.72,0.629,0.000132,latent,0.01,5,0,0,0,0.001535177230834961
xgb,ag,0.975,0.971,0.971,0.971,0.05,0.057,0.057,0.057,2.002,0.044,0.814,0.806,0.897,0.895,0.87,1.5e-05,original,0.01,5,0,0,0,0.001630544662475586
rf,ag,0.892,0.882,0.882,0.886,0.097,0.11,0.111,0.107,6.713,0.511,0.712,0.682,0.821,0.809,0.807,2.4e-05,original,0.01,5,0,0,0,0.001630544662475586
svc,ag,0.95,0.942,0.94,0.943,0.1,0.117,0.119,0.114,5.294,0.002,0.81,0.771,0.872,0.864,0.883,3e-06,original,0.01,5,0,0,0,0.001630544662475586
logreg,ag,0.95,0.943,0.943,0.943,0.061,0.07,0.07,0.07,5.553,0.008,0.798,0.76,0.865,0.857,0.869,0.0,original,0.01,5,0,0,0,0.001630544662475586
mlp,ag,0.842,0.829,0.829,0.829,0.138,0.14,0.14,0.14,4.287,2.638,0.74,0.671,0.798,0.774,0.82,5.5e-05,original,0.01,5,0,0,0,0.001630544662475586
naive_bayes,ag,0.675,0.664,0.661,0.671,0.317,0.332,0.338,0.325,6.68,0.001,0.727,0.625,0.749,0.711,0.713,1e-06,original,0.01,5,0,0,0,0.001630544662475586
knn,ag,0.867,0.85,0.849,0.852,0.081,0.093,0.095,0.091,3.733,0.001,0.757,0.7,0.823,0.805,0.829,7e-06,original,0.01,5,0,0,0,0.001630544662475586
xgb,ag,0.942,0.94,0.942,0.943,0.073,0.073,0.072,0.07,7.574,9.805,0.813,0.807,0.898,0.897,0.877,4.7e-05,latent,0.01,5,0,0,0,0.001630544662475586
rf,ag,0.975,0.971,0.971,0.971,0.05,0.057,0.057,0.057,10.709,0.229,0.815,0.763,0.864,0.854,0.871,1.7e-05,latent,0.01,5,0,0,0,0.001630544662475586
svc,ag,0.625,0.618,0.623,0.624,0.197,0.192,0.187,0.188,4.385,0.002,0.708,0.606,0.732,0.691,0.791,7e-06,latent,0.01,5,0,0,0,0.001630544662475586
logreg,ag,0.775,0.766,0.766,0.767,0.166,0.169,0.169,0.169,6.398,0.269,0.73,0.646,0.774,0.743,0.797,1e-06,latent,0.01,5,0,0,0,0.001630544662475586
mlp,ag,0.575,0.561,0.561,0.567,0.235,0.235,0.235,0.233,8.497,3.616,0.709,0.614,0.742,0.703,0.763,8.1e-05,latent,0.01,5,0,0,0,0.001630544662475586
naive_bayes,ag,0.975,0.971,0.971,0.971,0.05,0.057,0.057,0.057,3.523,0.001,0.737,0.576,0.679,0.629,0.756,2e-06,latent,0.01,5,0,0,0,0.001630544662475586
knn,ag,0.783,0.757,0.754,0.767,0.1,0.125,0.131,0.111,4.018,0.001,0.694,0.632,0.772,0.744,0.762,4.5e-05,latent,0.01,5,0,0,0,0.001630544662475586
xgb,lc,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,4.424,7.402,0.23,0.139,0.155,0.139,0.142,7.1e-05,original,0.01,5,0,0,0,0.0015592575073242188
rf,lc,0.967,0.966,0.966,0.967,0.067,0.069,0.069,0.067,15.617,0.624,0.278,0.257,0.363,0.289,0.224,2.7e-05,original,0.01,5,0,0,0,0.0015592575073242188
svc,lc,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,8.495,0.002,0.24,0.181,0.233,0.188,0.157,4e-06,original,0.01,5,0,0,0,0.0015592575073242188
