model,method,cv_balanced,cv_macro_f1,cv_weighted_f1,cv_accuracy,cv_balanced_std,cv_macro_f1_std,cv_weighted_f1_std,cv_accuracy_std,optuna_time,train_time,test_balanced,test_macro_f1,test_weighted_f1,test_accuracy,test_roc_auc,inf_time_per_sample,space,IPC,seed,vae_pretrain_time,vae_fine_tunning_time,encoder_inference_time,decoder_inference_time
xgb,random,0.69,0.684,0.684,0.687,0.066,0.065,0.065,0.066,23.767,27.842,0.606,0.543,0.619,0.583,0.648,2.2e-05,original,0.002,5,,,,
rf,random,0.697,0.694,0.698,0.705,0.085,0.085,0.084,0.085,34.368,0.73,0.679,0.624,0.702,0.677,0.712,7.4e-05,original,0.002,5,,,,
svc,random,0.747,0.73,0.731,0.742,0.07,0.073,0.071,0.064,16.69,0.003,0.671,0.632,0.718,0.697,0.721,9e-06,original,0.002,5,,,,
logreg,random,0.727,0.711,0.712,0.722,0.066,0.067,0.064,0.059,21.095,0.978,0.662,0.609,0.689,0.662,0.719,0.0,original,0.002,5,,,,
mlp,random,0.72,0.715,0.718,0.724,0.083,0.083,0.081,0.077,13.084,0.401,0.662,0.608,0.687,0.66,0.714,6.6e-05,original,0.002,5,,,,
xgb,k-means,0.683,0.676,0.677,0.685,0.086,0.089,0.09,0.091,7.97,0.325,0.576,0.461,0.501,0.471,0.638,7e-06,original,0.002,5,0,0,0,0.8643090724945068
rf,k-means,0.603,0.593,0.599,0.611,0.155,0.164,0.158,0.145,20.291,0.223,0.611,0.479,0.513,0.486,0.669,5e-06,original,0.002,5,0,0,0,0.8643090724945068
svc,k-means,0.567,0.539,0.546,0.576,0.084,0.086,0.083,0.084,4.888,0.004,0.588,0.466,0.503,0.475,0.65,7e-06,original,0.002,5,0,0,0,0.8643090724945068
logreg,k-means,0.7,0.692,0.695,0.702,0.081,0.086,0.085,0.077,9.281,0.105,0.599,0.489,0.534,0.502,0.644,0.0,original,0.002,5,0,0,0,0.8643090724945068
mlp,k-means,0.477,0.468,0.474,0.484,0.116,0.117,0.115,0.115,12.857,0.025,0.643,0.565,0.632,0.598,0.719,4.3e-05,original,0.002,5,0,0,0,0.8643090724945068
xgb,k-means,0.89,0.888,0.888,0.889,0.065,0.068,0.068,0.068,8.092,34.215,0.689,0.678,0.772,0.766,0.74,2.6e-05,latent,0.002,5,0,0,0,0.8643090724945068
rf,k-means,0.75,0.742,0.747,0.758,0.102,0.106,0.102,0.095,31.024,0.212,0.674,0.63,0.713,0.69,0.733,1e-05,latent,0.002,5,0,0,0,0.8643090724945068
svc,k-means,0.56,0.541,0.542,0.555,0.12,0.116,0.112,0.109,7.926,0.004,0.611,0.495,0.539,0.507,0.704,2.2e-05,latent,0.002,5,0,0,0,0.8643090724945068
logreg,k-means,0.763,0.756,0.756,0.76,0.039,0.043,0.044,0.04,9.877,0.747,0.68,0.636,0.719,0.697,0.732,1.8e-05,latent,0.002,5,0,0,0,0.8643090724945068
mlp,k-means,0.55,0.544,0.548,0.555,0.127,0.128,0.125,0.123,11.483,0.714,0.696,0.654,0.737,0.717,0.762,5.7e-05,latent,0.002,5,0,0,0,0.8643090724945068
xgb,k-center,0.637,0.622,0.625,0.636,0.212,0.215,0.211,0.207,9.96,6.076,0.522,0.245,0.175,0.266,0.56,1.4e-05,original,0.002,5,0,0,0,0.0020482540130615234
rf,k-center,0.57,0.548,0.553,0.573,0.159,0.18,0.173,0.151,27.951,0.315,0.532,0.279,0.225,0.292,0.6,2e-05,original,0.002,5,0,0,0,0.0020482540130615234
svc,k-center,0.653,0.619,0.618,0.647,0.138,0.158,0.159,0.135,8.765,0.003,0.5,0.183,0.084,0.223,0.481,7e-06,original,0.002,5,0,0,0,0.0020482540130615234
logreg,k-center,0.69,0.684,0.684,0.687,0.129,0.133,0.135,0.133,9.358,0.638,0.506,0.348,0.347,0.348,0.501,0.0,original,0.002,5,0,0,0,0.0020482540130615234
mlp,k-center,0.503,0.488,0.487,0.498,0.096,0.111,0.115,0.101,10.122,5.8,0.507,0.225,0.147,0.25,0.571,3.8e-05,original,0.002,5,0,0,0,0.0020482540130615234
xgb,k-center,0.713,0.703,0.703,0.707,0.155,0.155,0.154,0.154,10.524,5.998,0.512,0.217,0.133,0.246,0.603,8e-06,latent,0.002,5,0,0,0,0.0020482540130615234
rf,k-center,0.6,0.557,0.558,0.595,0.198,0.221,0.217,0.193,22.842,0.147,0.506,0.201,0.11,0.235,0.57,5e-06,latent,0.002,5,0,0,0,0.0020482540130615234
svc,k-center,0.643,0.611,0.608,0.633,0.104,0.124,0.128,0.109,5.206,0.004,0.501,0.183,0.082,0.222,0.473,1.1e-05,latent,0.002,5,0,0,0,0.0020482540130615234
logreg,k-center,0.693,0.679,0.678,0.685,0.093,0.091,0.091,0.091,7.419,0.139,0.5,0.281,0.241,0.289,0.496,1.3e-05,latent,0.002,5,0,0,0,0.0020482540130615234
mlp,k-center,0.54,0.534,0.535,0.538,0.148,0.147,0.147,0.148,12.26,0.303,0.51,0.214,0.128,0.243,0.546,4.4e-05,latent,0.002,5,0,0,0,0.0020482540130615234
xgb,ag,0.72,0.706,0.709,0.722,0.178,0.187,0.183,0.173,10.307,41.629,0.577,0.458,0.496,0.467,0.623,2.3e-05,original,0.002,5,0,0,0,0.0019228458404541016
rf,ag,0.667,0.645,0.647,0.667,0.127,0.135,0.132,0.121,27.877,0.149,0.605,0.456,0.48,0.46,0.681,6e-06,original,0.002,5,0,0,0,0.0019228458404541016
svc,ag,0.6,0.586,0.586,0.595,0.089,0.08,0.077,0.086,9.125,0.01,0.611,0.499,0.545,0.512,0.289,1.4e-05,original,0.002,5,0,0,0,0.0019228458404541016
logreg,ag,0.583,0.567,0.566,0.576,0.104,0.097,0.096,0.102,16.354,0.49,0.606,0.461,0.486,0.465,0.726,0.0,original,0.002,5,0,0,0,0.0019228458404541016
mlp,ag,0.47,0.447,0.447,0.465,0.075,0.051,0.051,0.076,12.641,0.633,0.609,0.501,0.548,0.515,0.697,9.2e-05,original,0.002,5,0,0,0,0.0019228458404541016
xgb,ag,0.813,0.809,0.811,0.815,0.147,0.147,0.144,0.141,10.609,15.133,0.669,0.613,0.692,0.665,0.717,2e-05,latent,0.002,5,0,0,0,0.0019228458404541016
