model,method,cv_balanced,cv_macro_f1,cv_weighted_f1,cv_accuracy,cv_balanced_std,cv_macro_f1_std,cv_weighted_f1_std,cv_accuracy_std,optuna_time,train_time,test_balanced,test_macro_f1,test_weighted_f1,test_accuracy,test_roc_auc,inf_time_per_sample,space,IPC,seed,vae_pretrain_time,vae_fine_tunning_time,encoder_inference_time,decoder_inference_time
xgb,random,0.85,0.837,0.838,0.848,0.107,0.12,0.12,0.106,12.033,6.11,0.795,0.683,0.792,0.762,0.851,5.1e-05,original,0.01,5,,,,
rf,random,0.875,0.876,0.879,0.881,0.112,0.111,0.109,0.109,9.677,0.452,0.745,0.631,0.749,0.71,0.817,2.2e-05,original,0.01,5,,,,
svc,random,0.775,0.756,0.753,0.767,0.153,0.177,0.182,0.169,1.222,0.002,0.765,0.638,0.75,0.711,0.826,4e-06,original,0.01,5,,,,
logreg,random,0.775,0.782,0.787,0.79,0.073,0.078,0.08,0.083,3.908,0.123,0.784,0.668,0.78,0.747,0.83,0.0,original,0.01,5,,,,
mlp,random,0.692,0.688,0.695,0.705,0.082,0.09,0.091,0.092,4.02,0.043,0.728,0.623,0.746,0.707,0.794,7.9e-05,original,0.01,5,,,,
naive_bayes,random,0.583,0.566,0.572,0.586,0.118,0.106,0.105,0.114,5.123,0.002,0.735,0.639,0.764,0.729,0.707,2e-06,original,0.01,5,,,,
knn,random,0.767,0.75,0.752,0.767,0.187,0.201,0.203,0.192,4.294,0.001,0.756,0.678,0.8,0.775,0.8,0.000216,original,0.01,5,,,,
xgb,k-means,0.975,0.971,0.971,0.971,0.05,0.057,0.057,0.057,5.431,0.096,0.8,0.802,0.897,0.897,0.87,9e-06,original,0.01,5,,,,
rf,k-means,0.925,0.913,0.912,0.914,0.1,0.116,0.118,0.114,16.746,0.416,0.767,0.771,0.881,0.882,0.869,1.2e-05,original,0.01,5,,,,
svc,k-means,0.533,0.517,0.522,0.533,0.165,0.178,0.171,0.158,3.348,0.002,0.713,0.714,0.85,0.851,0.864,3e-06,original,0.01,5,,,,
logreg,k-means,0.833,0.823,0.823,0.824,0.137,0.139,0.139,0.139,3.894,0.12,0.798,0.72,0.83,0.811,0.868,1e-06,original,0.01,5,,,,
mlp,k-means,0.45,0.419,0.42,0.443,0.172,0.153,0.147,0.159,3.707,0.045,0.74,0.657,0.782,0.753,0.814,5.9e-05,original,0.01,5,,,,
naive_bayes,k-means,0.65,0.64,0.644,0.648,0.12,0.117,0.114,0.111,3.271,0.001,0.588,0.499,0.631,0.572,0.605,1e-06,original,0.01,5,,,,
knn,k-means,0.625,0.592,0.594,0.624,0.126,0.139,0.145,0.138,4.42,0.001,0.682,0.698,0.849,0.856,0.826,0.00011,original,0.01,5,,,,
xgb,ag,0.925,0.914,0.914,0.914,0.061,0.07,0.07,0.07,3.679,0.413,0.792,0.673,0.783,0.75,0.88,2.2e-05,original,0.01,5,,,,
rf,ag,0.783,0.737,0.73,0.767,0.143,0.219,0.237,0.169,8.649,0.453,0.741,0.639,0.761,0.725,0.834,2.8e-05,original,0.01,5,,,,
svc,ag,0.642,0.59,0.58,0.619,0.15,0.203,0.218,0.168,4.357,0.002,0.769,0.731,0.848,0.838,0.858,4e-06,original,0.01,5,,,,
logreg,ag,0.867,0.85,0.849,0.852,0.081,0.093,0.095,0.091,4.654,0.013,0.777,0.718,0.834,0.818,0.865,0.0,original,0.01,5,,,,
mlp,ag,0.55,0.505,0.499,0.533,0.116,0.15,0.162,0.129,3.0,2.512,0.727,0.663,0.794,0.77,0.817,5.8e-05,original,0.01,5,,,,
naive_bayes,ag,0.583,0.548,0.543,0.562,0.126,0.122,0.121,0.118,3.935,0.001,0.622,0.492,0.602,0.542,0.644,1e-06,original,0.01,5,,,,
knn,ag,0.642,0.578,0.57,0.619,0.131,0.183,0.197,0.141,3.56,0.001,0.733,0.706,0.836,0.827,0.818,4e-06,original,0.01,5,,,,
xgb,k_center,0.792,0.769,0.767,0.771,0.139,0.147,0.148,0.146,4.048,2.773,0.824,0.789,0.883,0.877,0.829,1.8e-05,original,0.01,5,,,,
rf,k_center,0.592,0.513,0.498,0.562,0.155,0.209,0.227,0.174,12.273,0.209,0.805,0.754,0.859,0.848,0.879,1.5e-05,original,0.01,5,,,,
svc,k_center,0.467,0.29,0.256,0.41,0.067,0.02,0.003,0.038,2.53,0.002,0.516,0.498,0.784,0.84,0.2,5e-06,original,0.01,5,,,,
logreg,k_center,0.475,0.415,0.415,0.471,0.133,0.149,0.156,0.14,4.873,0.988,0.54,0.519,0.705,0.671,0.582,0.0,original,0.01,5,,,,
mlp,k_center,0.308,0.258,0.248,0.29,0.082,0.091,0.102,0.083,4.476,0.045,0.58,0.518,0.67,0.619,0.642,9.2e-05,original,0.01,5,,,,
naive_bayes,k_center,0.542,0.488,0.503,0.557,0.177,0.201,0.194,0.159,5.988,0.001,0.484,0.478,0.688,0.655,0.528,1e-06,original,0.01,5,,,,
