model,method,cv_balanced,cv_macro_f1,cv_weighted_f1,cv_accuracy,cv_balanced_std,cv_macro_f1_std,cv_weighted_f1_std,cv_accuracy_std,optuna_time,train_time,test_balanced,test_macro_f1,test_weighted_f1,test_accuracy,test_roc_auc,inf_time_per_sample,space,IPC,seed,vae_pretrain_time,vae_fine_tunning_time,encoder_inference_time,decoder_inference_time
xgb,Full-data,0.798,0.815,0.869,0.872,0.004,0.005,0.004,0.004,78.417,136.16,0.802,0.818,0.871,0.875,0.927,1.1e-05,original,,,,,,
rf,Full-data,0.831,0.778,0.824,0.814,0.002,0.002,0.001,0.002,495.722,12.119,0.83,0.78,0.827,0.817,0.911,2.5e-05,original,,,,,,
svc,Full-data,0.771,0.789,0.851,0.857,0.004,0.004,0.003,0.002,42936.213,1544.517,0.768,0.785,0.848,0.853,0.883,0.001896,original,,,,,,
logreg,Full-data,0.766,0.784,0.847,0.853,0.007,0.007,0.005,0.005,41.896,5.655,0.762,0.779,0.844,0.849,0.902,8e-06,original,,,,,,
mlp,Full-data,0.77,0.784,0.847,0.851,0.012,0.007,0.004,0.003,533.396,1789.53,0.78,0.79,0.85,0.853,0.902,2.3e-05,original,,,,,,
xgb,random,0.85,0.813,0.813,0.85,0.2,0.261,0.261,0.2,15.731,0.027,0.716,0.69,0.761,0.75,0.817,4e-06,original,10,5,,,,
rf,random,0.85,0.813,0.813,0.85,0.2,0.261,0.261,0.2,16.247,0.319,0.76,0.696,0.75,0.732,0.838,7e-06,original,10,5,,,,
svc,random,0.85,0.84,0.84,0.85,0.122,0.131,0.131,0.122,7.572,0.001,0.658,0.628,0.706,0.687,0.405,4e-06,original,10,5,,,,
logreg,random,0.8,0.787,0.787,0.8,0.292,0.311,0.311,0.292,5.669,0.005,0.694,0.704,0.79,0.796,0.84,6e-06,original,10,5,,,,
mlp,random,0.75,0.733,0.733,0.75,0.274,0.292,0.292,0.274,8.019,2.202,0.726,0.711,0.783,0.777,0.834,1.5e-05,original,10,5,,,,
xgb,k-means,0.95,0.947,0.947,0.95,0.1,0.107,0.107,0.1,4.734,0.092,0.577,0.581,0.73,0.776,0.69,6e-06,original,10,5,1707.7536792755127,1010.5817179679871,4.78730100945042e-07,0.0018086433410644531
rf,k-means,0.95,0.947,0.947,0.95,0.1,0.107,0.107,0.1,17.422,0.293,0.693,0.655,0.725,0.707,0.759,6e-06,original,10,5,1707.7536792755127,1010.5817179679871,4.78730100945042e-07,0.0018086433410644531
svc,k-means,0.8,0.793,0.793,0.8,0.187,0.189,0.189,0.187,3.97,0.002,0.785,0.714,0.763,0.745,0.865,3e-06,original,10,5,1707.7536792755127,1010.5817179679871,4.78730100945042e-07,0.0018086433410644531
logreg,k-means,0.85,0.84,0.84,0.85,0.122,0.131,0.131,0.122,3.966,0.121,0.794,0.744,0.797,0.785,0.874,1.1e-05,original,10,5,1707.7536792755127,1010.5817179679871,4.78730100945042e-07,0.0018086433410644531
mlp,k-means,0.75,0.707,0.707,0.75,0.158,0.213,0.213,0.158,7.239,1.054,0.779,0.698,0.745,0.725,0.859,7e-06,original,10,5,1707.7536792755127,1010.5817179679871,4.78730100945042e-07,0.0018086433410644531
xgb,k-means,0.95,0.947,0.947,0.95,0.1,0.107,0.107,0.1,10.026,5.6,0.645,0.616,0.695,0.677,0.79,3e-06,latent,10,5,1707.7536792755127,1010.5817179679871,4.78730100945042e-07,0.0018086433410644531
rf,k-means,0.9,0.893,0.893,0.9,0.122,0.131,0.131,0.122,14.937,0.28,0.792,0.763,0.818,0.81,0.879,8e-06,latent,10,5,1707.7536792755127,1010.5817179679871,4.78730100945042e-07,0.0018086433410644531
svc,k-means,0.9,0.893,0.893,0.9,0.122,0.131,0.131,0.122,7.957,0.002,0.787,0.702,0.749,0.729,0.877,3e-06,latent,10,5,1707.7536792755127,1010.5817179679871,4.78730100945042e-07,0.0018086433410644531
logreg,k-means,0.8,0.787,0.787,0.8,0.1,0.107,0.107,0.1,7.336,0.105,0.796,0.739,0.79,0.775,0.88,1e-05,latent,10,5,1707.7536792755127,1010.5817179679871,4.78730100945042e-07,0.0018086433410644531
mlp,k-means,0.7,0.66,0.66,0.7,0.187,0.227,0.227,0.187,8.583,0.025,0.787,0.744,0.799,0.788,0.873,2.2e-05,latent,10,5,1707.7536792755127,1010.5817179679871,4.78730100945042e-07,0.0018086433410644531
