model,method,cv_balanced,cv_macro_f1,cv_weighted_f1,cv_accuracy,cv_balanced_std,cv_macro_f1_std,cv_weighted_f1_std,cv_accuracy_std,optuna_time,train_time,test_balanced,test_macro_f1,test_weighted_f1,test_accuracy,test_roc_auc,inf_time_per_sample,space,IPC,seed,vae_pretrain_time,vae_fine_tunning_time,encoder_inference_time,decoder_inference_time
xgb,Full-data,0.778,0.798,0.898,0.902,0.008,0.007,0.003,0.003,20.554,0.221,0.769,0.795,0.898,0.903,0.93,2.2e-05,original,,,,,,
rf,Full-data,0.852,0.785,0.875,0.864,0.008,0.006,0.004,0.005,75.559,2.749,0.859,0.791,0.878,0.867,0.919,4e-05,original,,,,,,
svc,Full-data,0.744,0.77,0.885,0.892,0.005,0.006,0.003,0.003,375.525,17.05,0.771,0.795,0.897,0.902,0.885,0.000262,original,,,,,,
logreg,Full-data,0.677,0.717,0.866,0.882,0.006,0.005,0.002,0.002,8.097,3.663,0.702,0.746,0.88,0.894,0.902,1e-06,original,,,,,,
mlp,Full-data,0.759,0.779,0.889,0.893,0.01,0.01,0.005,0.006,77.508,34.372,0.768,0.784,0.89,0.894,0.915,3.2e-05,original,,,,,,
xgb,random,0.8,0.76,0.76,0.8,0.187,0.244,0.244,0.187,7.101,0.038,0.755,0.679,0.802,0.778,0.824,3e-06,original,10,5,,,,
rf,random,0.65,0.547,0.547,0.65,0.2,0.275,0.275,0.2,15.202,0.36,0.748,0.642,0.762,0.726,0.831,2.4e-05,original,10,5,,,,
svc,random,0.75,0.733,0.733,0.75,0.0,0.0,0.0,0.0,6.79,0.001,0.761,0.626,0.736,0.694,0.498,5e-06,original,10,5,,,,
logreg,random,0.75,0.707,0.707,0.75,0.158,0.213,0.213,0.158,4.94,0.006,0.716,0.633,0.763,0.73,0.796,1e-06,original,10,5,,,,
mlp,random,0.75,0.707,0.707,0.75,0.158,0.213,0.213,0.158,6.889,0.024,0.744,0.618,0.733,0.69,0.829,4e-05,original,10,5,,,,
xgb,k-means,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,5.166,0.041,0.809,0.805,0.898,0.897,0.863,9e-06,original,10,5,,,,
rf,k-means,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,14.311,0.361,0.5,0.135,0.043,0.156,0.873,1.8e-05,original,10,5,,,,
